effective_time,predispatch_seqno,run_no,region_id,period_id,rrp,eep,total_demand,intervention,source_file
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,3.14,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,0.04,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,2.14,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-15.01,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,-1.11269,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,34.98003,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,61.94121,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,66.14457,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,74.21827,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,73.99391,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,74.2314,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,74.024,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,73.82108,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,77.80083,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,70.2202,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,84.56184,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,83.7812,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,80.83724,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,82.47861,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,73.17212,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,70.07112,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,70.26226,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,69.59025,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,62.60999,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,65.33784,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,TAS1,,60.47465,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,57.06933,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,32.18,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,0.01024,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-3.58361,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-7.99987,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-20.0,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-24.58987,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-34.89,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
2026-09-15 07:00:00,2026-09-01 05:00:06,1,VIC1,,-41.29161,0,,0,PUBLIC_PREDISPATCHIS_202609150700_20260915063154.zip
